taxa_id,W,detected_0.9,detected_0.8,detected_0.7,detected_0.6,structural_zero (Grauer's),structural_zero (Mountain),structural_zero (Western)
GO:0046413: [BP] organomercury catabolic process,Inf,TRUE,TRUE,TRUE,TRUE,1,0,0
GO:0046416: [BP] D-amino acid metabolic process,480,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0046417: [BP] chorismate metabolic process,57,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0046439: [BP] L-cysteine metabolic process,1,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0046470: [BP] phosphatidylcholine metabolic process,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0046474: [BP] glycerophospholipid biosynthetic process,389,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0046487: [BP] glyoxylate metabolic process,448,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0046496: [BP] nicotinamide nucleotide metabolic process,99,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0046653: [BP] tetrahydrofolate metabolic process,0,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0046654: [BP] tetrahydrofolate biosynthetic process,45,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0046656: [BP] folic acid biosynthetic process,237,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0046677: [BP] response to antibiotic,258,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0046685: [BP] response to arsenic-containing substance,0,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0046686: [BP] response to cadmium ion,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0046688: [BP] response to copper ion,455,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0046689: [BP] response to mercury ion,5,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0046690: [BP] response to tellurium ion,884,TRUE,TRUE,TRUE,TRUE,0,0,0
GO:0046718: [BP] viral entry into host cell,Inf,TRUE,TRUE,TRUE,TRUE,0,0,1
GO:0046777: [BP] protein autophosphorylation,312,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0046835: [BP] carbohydrate phosphorylation,233,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0046854: [BP] phosphatidylinositol phosphorylation,109,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0046855: [BP] inositol phosphate dephosphorylation,716,FALSE,FALSE,TRUE,TRUE,0,0,0
GO:0046890: [BP] regulation of lipid biosynthetic process,667,FALSE,FALSE,FALSE,TRUE,0,0,0
GO:0046944: [BP] protein carbamoylation,473,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0046952: [BP] ketone body catabolic process,473,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0048015: [BP] phosphatidylinositol-mediated signaling,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0048017: [BP] inositol lipid-mediated signaling,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0048034: [BP] heme O biosynthetic process,1,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0048278: [BP] vesicle docking,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0048315: [BP] conidium formation,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0050709: [BP] negative regulation of protein secretion,29,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0050787: [BP] detoxification of mercury ion,63,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0050821: [BP] protein stabilization,1,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0050829: [BP] defense response to Gram-negative bacterium,10,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0050830: [BP] defense response to Gram-positive bacterium,352,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0050920: [BP] regulation of chemotaxis,13,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0050992: [BP] dimethylallyl diphosphate biosynthetic process,31,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0051016: [BP] barbed-end actin filament capping,206,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0051028: [BP] mRNA transport,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0051085: [BP] chaperone mediated protein folding requiring cofactor,1,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0051103: [BP] DNA ligation involved in DNA repair,3,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0051123: [BP] RNA polymerase II transcriptional preinitiation complex assembly,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0051131: [BP] chaperone-mediated protein complex assembly,10,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0051144: [BP] propanediol catabolic process,100,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0051188: [BP] cofactor biosynthetic process,2,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0051191: [BP] prosthetic group biosynthetic process,336,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0051205: [BP] protein insertion into membrane,359,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0051252: [BP] regulation of RNA metabolic process,137,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0051258: [BP] protein polymerization,167,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0051259: [BP] protein oligomerization,21,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0051260: [BP] protein homooligomerization,401,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0051262: [BP] protein tetramerization,2,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0051276: [BP] chromosome organization,88,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0051289: [BP] protein homotetramerization,826,FALSE,TRUE,TRUE,TRUE,0,0,0
GO:0051290: [BP] protein heterotetramerization,0,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0051301: [BP] cell division,81,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0051302: [BP] regulation of cell division,245,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0051304: [BP] chromosome separation,19,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0051391: [BP] tRNA acetylation,231,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0051409: [BP] response to nitrosative stress,1,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0051473: [BP] glucosylglycerol biosynthetic process,Inf,TRUE,TRUE,TRUE,TRUE,0,0,1
GO:0051569: [BP] regulation of histone H3-K4 methylation,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0051603: [BP] proteolysis involved in cellular protein catabolic process,58,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0051604: [BP] protein maturation,529,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0051606: [BP] detection of stimulus,391,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0051607: [BP] defense response to virus,394,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0051666: [BP] actin cortical patch localization,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0051692: [BP] cellular oligosaccharide catabolic process,152,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0051726: [BP] regulation of cell cycle,7,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0051775: [BP] response to redox state,4,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0051782: [BP] negative regulation of cell division,2,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0052547: [BP] regulation of peptidase activity,376,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0052699: [BP] ergothioneine biosynthetic process,510,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0052777: [BP] diacetylchitobiose catabolic process,252,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0052837: [BP] thiazole biosynthetic process,618,FALSE,FALSE,FALSE,TRUE,0,0,0
GO:0052865: [BP] 1-deoxy-D-xylulose 5-phosphate biosynthetic process,16,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0055070: [BP] copper ion homeostasis,544,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0055072: [BP] iron ion homeostasis,420,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0055085: [BP] transmembrane transport,61,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0055114: [BP] oxidation-reduction process,27,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0055129: [BP] L-proline biosynthetic process,18,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0055130: [BP] D-alanine catabolic process,22,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0060178: [BP] regulation of exocyst localization,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0060237: [BP] regulation of fungal-type cell wall organization,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0060274: [BP] maintenance of stationary phase,1,FALSE,FALSE,FALSE,FALSE,0,0,0
"GO:0060567: [BP] negative regulation of DNA-templated transcription, termination",96,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0061025: [BP] membrane fusion,16,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0061077: [BP] chaperone-mediated protein folding,0,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0065002: [BP] intracellular protein transmembrane transport,26,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0070084: [BP] protein initiator methionine removal,35,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0070301: [BP] cellular response to hydrogen peroxide,343,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0070317: [BP] negative regulation of G0 to G1 transition,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0070329: [BP] tRNA seleno-modification,283,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0070395: [BP] lipoteichoic acid biosynthetic process,0,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0070417: [BP] cellular response to cold,126,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0070475: [BP] rRNA base methylation,186,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0070490: [BP] protein pupylation,0,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0070676: [BP] intralumenal vesicle formation,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0070682: [BP] proteasome regulatory particle assembly,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0070689: [BP] L-threonine catabolic process to propionate,122,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0070814: [BP] hydrogen sulfide biosynthetic process,0,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0070816: [BP] phosphorylation of RNA polymerase II C-terminal domain,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0070914: [BP] UV-damage excision repair,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0070929: [BP] trans-translation,38,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0070981: [BP] L-asparagine biosynthetic process,259,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0071266: [BP] de novo L-methionine biosynthetic process,306,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0071268: [BP] homocysteine biosynthetic process,602,FALSE,FALSE,FALSE,TRUE,0,0,0
GO:0071436: [BP] sodium ion export,799,FALSE,TRUE,TRUE,TRUE,0,0,0
GO:0071441: [BP] negative regulation of histone H3-K14 acetylation,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0071470: [BP] cellular response to osmotic stress,131,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0071474: [BP] cellular hyperosmotic response,152,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0071555: [BP] cell wall organization,111,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0071586: [BP] CAAX-box protein processing,69,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0071701: [BP] regulation of MAPK export from nucleus,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0071704: [BP] organic substance metabolic process,57,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0071722: [BP] detoxification of arsenic-containing substance,246,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0071766: [BP] Actinobacterium-type cell wall biogenesis,508,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0071793: [BP] bacillithiol biosynthetic process,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0071805: [BP] potassium ion transmembrane transport,222,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0071852: [BP] fungal-type cell wall organization or biogenesis,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0071897: [BP] DNA biosynthetic process,49,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0071915: [BP] protein-lysine lysylation,696,FALSE,FALSE,TRUE,TRUE,0,0,0
GO:0071945: [BP] regulation of bacterial-type flagellum-dependent cell motility by regulation of motor speed,4,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0071963: [BP] establishment or maintenance of cell polarity regulating cell shape,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0071973: [BP] bacterial-type flagellum-dependent cell motility,1,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0071978: [BP] bacterial-type flagellum-dependent swarming motility,107,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0080040: [BP] positive regulation of cellular response to phosphate starvation,Inf,TRUE,TRUE,TRUE,TRUE,1,0,0
GO:0090037: [BP] positive regulation of protein kinase C signaling,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0090071: [BP] negative regulation of ribosome biogenesis,30,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0090155: [BP] negative regulation of sphingolipid biosynthetic process,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0090156: [BP] cellular sphingolipid homeostasis,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0090305: [BP] nucleic acid phosphodiester bond hydrolysis,281,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0090307: [BP] mitotic spindle assembly,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0090334: [BP] regulation of cell wall (1->3)-beta-D-glucan biosynthetic process,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
"GO:0090502: [BP] RNA phosphodiester bond hydrolysis, endonucleolytic",22,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0097053: [BP] L-kynurenine catabolic process,508,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0097056: [BP] selenocysteinyl-tRNA(Sec) biosynthetic process,72,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0097171: [BP] ADP-L-glycero-beta-D-manno-heptose biosynthetic process,620,FALSE,FALSE,FALSE,TRUE,0,0,0
GO:0097173: [BP] N-acetylmuramic acid catabolic process,24,FALSE,FALSE,FALSE,FALSE,0,0,0
"GO:0097175: [BP] 1,6-anhydro-N-acetyl-beta-muramic acid catabolic process",624,FALSE,FALSE,FALSE,TRUE,0,0,0
GO:0097264: [BP] self proteolysis,191,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0097588: [BP] archaeal or bacterial-type flagellum-dependent cell motility,13,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0098655: [BP] cation transmembrane transport,297,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:1900753: [BP] doxorubicin transport,510,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:1901023: [BP] 4-hydroxyphenylacetate catabolic process,0,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:1901106: [BP] tetracenomycin C biosynthetic process,9,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:1901137: [BP] carbohydrate derivative biosynthetic process,24,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:1901381: [BP] positive regulation of potassium ion transmembrane transport,59,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:1902208: [BP] regulation of bacterial-type flagellum assembly,140,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:1902209: [BP] negative regulation of bacterial-type flagellum assembly,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:1902475: [BP] L-alpha-amino acid transmembrane transport,72,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:1902626: [BP] assembly of large subunit precursor of preribosome,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:1902777: [BP] 6-sulfoquinovose(1-) catabolic process,97,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:1902969: [BP] mitotic DNA replication,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:1902975: [BP] mitotic DNA replication initiation,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:1903475: [BP] mitotic actomyosin contractile ring assembly,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:1990456: [BP] mitochondrion-ER tethering,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:2001059: [BP] D-tagatose 6-phosphate catabolic process,1,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:2001061: [BP] D-glycero-D-manno-heptose 7-phosphate biosynthetic process,851,FALSE,TRUE,TRUE,TRUE,0,0,0
GO:2001295: [BP] malonyl-CoA biosynthetic process,108,FALSE,FALSE,FALSE,FALSE,0,0,0
