source,classification,ID,Species,Culture collection number,Isolation source,Country,Continent,Category 1,Category 2,Category 3
bacdive,Desulfovibrionaceae,4163,,,,,,#Engineered,#Agriculture,#Field
bacdive,Desulfovibrionaceae,4139,Desulfovibrio zosterae,DSM 11974,rhizosphere of eel grass <I>Zostera marina</I>,Denmark,Europe,#Host Body-Site,#Plant,#Rhizosphere
bacdive,Desulfovibrionaceae,4139,,,,,,#Host,#Plants,#Aquatic plant
bacdive,Desulfovibrionaceae,4148,Fundidesulfovibrio putealis,"DSM 16056, ATCC BAA 905",water well,France,Europe,#Environmental,#Aquatic,
bacdive,Desulfovibrionaceae,4126,Halodesulfovibrio aestuarii,DSM 10141,marine sediment,Netherlands,Europe,#Environmental,#Aquatic,#Sediment
bacdive,Desulfovibrionaceae,4126,,,,,,#Environmental,#Aquatic,#Marine
bacdive,Desulfovibrionaceae,4127,Halodesulfovibrio aestuarii,DSM 14367,anoxic marine sediment,Netherlands,Europe,#Condition,#Anoxic (anaerobic),
bacdive,Desulfovibrionaceae,4127,,,,,,#Environmental,#Aquatic,#Sediment
bacdive,Desulfovibrionaceae,4127,,,,,,#Environmental,#Aquatic,#Marine
bacdive,Desulfovibrionaceae,4161,Halodesulfovibrio aestuarii,"DSM 17919, ATCC 29578, NCIMB 9335, Sylt 3",shoal mud,Germany,Europe,#Environmental,#Terrestrial,#Mud (Sludge)
bacdive,Desulfovibrionaceae,4153,Halodesulfovibrio marinisediminis,"DSM 17456, JCM 14577, NBRC 101113","Coastal marine sediment from the eutrophic Tokyo Bay###anoxic coastal sediment, highly eutrophic area",Japan,Asia,#Condition,#Anoxic (anaerobic),
bacdive,Desulfovibrionaceae,4153,,,,,,#Environmental,#Aquatic,#Sediment
bacdive,Desulfovibrionaceae,4174,Halodesulfovibrio oceani subsp. galateae,"DSM 21391, JCM 15971","Oxygen minimum zone water column off the Peru at water depths of 400 and 500 m###sea water at 500 m depth, oxygen minimum zone",Peru,Middle and South America,#Environmental,#Aquatic,#Marine
bacdive,Desulfovibrionaceae,4175,Halodesulfovibrio oceani,"DSM 21390, JCM 15970","Oxygen minimum zone water column off the Peru at water depths of 400 and 500 m###sea water at 400 m depth, oxygen minimum zone",Peru,Middle and South America,#Environmental,#Aquatic,#Marine
bacdive,Desulfovibrionaceae,133061,Halodesulfovibrio spirochaetisodalis,"DSM 100016, KCTC 15474",From soil###soil,India,Asia,#Environmental,#Terrestrial,#Soil
bacdive,Desulfovibrionaceae,4155,Humidesulfovibrio arcticus,"DSM 21064, VKM B-2367",water brine within permafrost,Russia,Europe,#Condition,#Saline,
bacdive,Desulfovibrionaceae,4155,,,,,,#Environmental,#Terrestrial,#Permafrost
bacdive,Desulfovibrionaceae,4155,,,,,,#Environmental,#Aquatic,
bacdive,Desulfovibrionaceae,4168,Humidesulfovibrio idahonensis,"DSM 15450, JCM 14124, CY 1",Heavy-metal-contaminated sediments of Lake Coeur d'Alene###freshwater sediment,USA,North America,#Environmental,#Aquatic,#Freshwater
bacdive,Desulfovibrionaceae,4168,,,,,,#Environmental,#Aquatic,#Sediment
bacdive,Desulfovibrionaceae,4169,Humidesulfovibrio idahonensis,"DSM 15451, CY 2",freshwater sediment,USA,North America,#Environmental,#Aquatic,#Freshwater
bacdive,Desulfovibrionaceae,4169,,,,,,#Environmental,#Aquatic,#Sediment
bacdive,Desulfovibrionaceae,4141,Humidesulfovibrio mexicanus,"DSM 13116, JCM 15822, Lup 1",Mexican UASB digester treating cheese factory wastewater###upflow anaerobic sludge blanket reactor,Mexico,North America,#Condition,#Anoxic (anaerobic),
bacdive,Desulfovibrionaceae,4141,,,,,,#Engineered,#Biodegradation,#Anaerobic digestor
bacdive,Desulfovibrionaceae,4147,Maridesulfovibrio bastinii,"DSM 16055, ATCC BAA 903","oilfield production water
collected from a pipeline of Emeraude Oilfield###oil pipeline water","Congo, Republic of the",Africa,#Environmental,#Aquatic,
bacdive,Desulfovibrionaceae,4147,,,,,,#Engineered,#Industrial,#Engineered product
bacdive,Desulfovibrionaceae,4147,,,,,,#Engineered,#Industrial,#Oil reservoir
bacdive,Desulfovibrionaceae,4158,Maridesulfovibrio ferrireducens,"DSM 16995, JCM 12925",Arctic fjord sediment at the west coast of Svalbard###marine surface sediment,Norway,Europe,#Environmental,#Aquatic,#Sediment
bacdive,Desulfovibrionaceae,4158,,,,,,#Environmental,#Aquatic,#Marine
bacdive,Desulfovibrionaceae,4157,Maridesulfovibrio frigidus,"DSM 17176, JCM 12924",Arctic fjord sediment at the west coast of Svalbard###marine surface sediment,Norway,Europe,#Environmental,#Aquatic,#Sediment
bacdive,Desulfovibrionaceae,4157,,,,,,#Environmental,#Aquatic,#Marine
bacdive,Desulfovibrionaceae,4142,Maridesulfovibrio hydrothermalis,"DSM 14728, CIP 107303",deep-sea hydrothermal chimney wall-2600 m,,,#Condition,#Thermophilic (>45°C),
bacdive,Desulfovibrionaceae,4142,,,,,,#Environmental,#Aquatic,#Marine
bacdive,Desulfovibrionaceae,4142,,,,,,#Environmental,#Aquatic,#Hydrothermal vent
bacdive,Desulfovibrionaceae,4084,Maridesulfovibrio salexigens,"DSM 2638, ATCC 14822, NCIMB 8403, VKM B-1763",sling mud,Guyana,Middle and South America,#Environmental,#Terrestrial,#Mud (Sludge)
bacdive,Desulfovibrionaceae,4083,Megalodesulfovibrio gigas,"DSM 1382, ATCC 19364, NCIMB 9332, VKM B-1759",water,France,Europe,#Environmental,#Aquatic,
bacdive,Desulfovibrionaceae,4151,Megalodesulfovibrio paquesii,"DSM 16681, JCM 14635",Sulfidogenic synthesis-gas-fed bioreactor for remediation of wastewater from a zinc smelter in Budel-Dorplein###sulfidogenic synthesis-gas-fed bioreactor used for remediation of wastewater from a zinc smelter###sulfidogenic sludge of a full-scale synthesis-gas-fed bioreactor treating wastewater from a zinc smelter,Netherlands,Europe,#Condition,#Sulfuric,
bacdive,Desulfovibrionaceae,4151,,,,,,#Engineered,#Waste,#Wastewater
bacdive,Desulfovibrionaceae,4151,,,,,,#Engineered,#Bioremediation,
bacdive,Desulfovibrionaceae,4151,,,,,,#Engineered,#Bioreactor,
bacdive,Desulfovibrionaceae,4122,Oleidesulfovibrio alaskensis,"DSM 17464, ATCC BAA 1058",oil well corrosion site,USA,North America,#Engineered,#Industrial,#Oil reservoir
bacdive,Desulfovibrionaceae,4150,Oleidesulfovibrio alaskensis,"DSM 16109, NCIMB 13491",production fluids of offshore oilfields###gravel material from soured oil reservoir,USA,North America,#Engineered,#Industrial,#Oil reservoir
bacdive,Desulfovibrionaceae,4150,,,,,,#Engineered,#Industrial,#Engineered product
bacdive,Desulfovibrionaceae,131100,Oleidesulfovibrio alaskensis,DSM 18476,marine environment,Tunisia,Africa,#Environmental,#Aquatic,#Marine
bacdive,Desulfovibrionaceae,4123,Oleidesulfovibrio vietnamensis,"DSM 10520, JCM 15785",Crude oil storage tank near the coastal town of Vung Tau in southern Vietnam###water-oil interface of crude oil storage tank,Vietnam,Asia,#Environmental,#Aquatic,
bacdive,Desulfovibrionaceae,4123,,,,,,#Engineered,#Industrial,#Oil reservoir
bacdive,Desulfovibrionaceae,4123,,,,,,#Engineered,#Built environment,#Container (Reservoir)
bacdive,Desulfovibrionaceae,4156,Paradesulfovibrio bizertensis,"DSM 18034, NCIMB 14199",marine sediment,Tunisia,Africa,#Environmental,#Aquatic,#Sediment
bacdive,Desulfovibrionaceae,4156,,,,,,#Environmental,#Aquatic,#Marine
bacdive,Desulfovibrionaceae,4145,Paucidesulfovibrio capillatus,"DSM 14982, CIP 107483, MET met2, MET 2",oil-water mixture taken from production well heads (SAM-III),Mexico,North America,#Environmental,#Aquatic,
bacdive,Desulfovibrionaceae,4145,,,,,,#Engineered,#Industrial,#Oil reservoir
bacdive,Desulfovibrionaceae,4145,,,,,,#Engineered,#Industrial,#Engineered product
bacdive,Desulfovibrionaceae,4149,Paucidesulfovibrio gracilis,"DSM 16080, ATCC BAA 904",from oilfield production water collected at the E153 wellhead of Emeraude Oilfield###oil pipeline water,"Congo, Republic of the",Africa,#Engineered,#Industrial,#Oil reservoir
bacdive,Desulfovibrionaceae,4149,,,,,,#Engineered,#Industrial,#Engineered product
bacdive,Desulfovibrionaceae,4149,,,,,,#Environmental,#Aquatic,
bacdive,Desulfovibrionaceae,4149,,,,,,#Engineered,#Industrial,#Machines and devices
bacdive,Desulfovibrionaceae,4121,Paucidesulfovibrio longus,"DSM 6739, ATCC 51456, SEBR 2582",oil-producing well,France,Europe,#Engineered,#Industrial,#Oil reservoir
bacdive,Desulfovibrionaceae,4121,,,,,,#Engineered,#Industrial,#Engineered product
bacdive,Desulfovibrionaceae,4124,Pseudodesulfovibrio aespoeensis,"DSM 10631, ATCC 700646",granitic rock aquifer at 600 m depth,Sweden,Europe,#Environmental,#Terrestrial,#Geologic
bacdive,Desulfovibrionaceae,4124,,,,,,#Environmental,#Aquatic,#Groundwater
bacdive,Desulfovibrionaceae,4119,Pseudodesulfovibrio halophilus,"DSM 5663, ATCC 51179",anoxic benthic microbial mat,Egypt,Africa,#Condition,#Anoxic (anaerobic),
bacdive,Desulfovibrionaceae,4119,,,,,,#Environmental,#Microbial community,#Microbial mat
bacdive,Desulfovibrionaceae,4119,,,,,,#Environmental,#Aquatic,
bacdive,Desulfovibrionaceae,158356,Pseudodesulfovibrio hydrargyri,"DSM 103834, JCM 31820",Brackish sediments contaminated with hydrocarbons and heavy metals in southeast France###sediments of a brackish lagoon contaminated with petroleum hydrocarbons and heavy metals###brackish lagoon sediments,France,Europe,#Environmental,#Aquatic,#Sediment
bacdive,Desulfovibrionaceae,158356,,,,,,#Engineered,#Contamination,#Oil (Fuel)
bacdive,Desulfovibrionaceae,158356,,,,,,#Engineered,#Contamination,#Heavy metal
bacdive,Desulfovibrionaceae,158356,,,,,,#Environmental,#Aquatic,#Brackish
bacdive,Desulfovibrionaceae,132642,Pseudodesulfovibrio indicus,"DSM 101483, MCCC 1A01867",deep-sea serpentinized peridotite,Indian Ocean,Asia,#Environmental,#Terrestrial,#Geologic
bacdive,Desulfovibrionaceae,132642,,,,,,#Environmental,#Aquatic,#Marine
bacdive,Desulfovibrionaceae,4177,Pseudodesulfovibrio piezophilus,"DSM 21447, JCM 15486","Wood falls at a depth of 1,693 m in the Mediterranean Sea###wood falls on deep-sea sediments at a depth of 1693 m",Egypt,Africa,#Host Body Product,#Plant,#Timber
bacdive,Desulfovibrionaceae,4177,,,,,,#Environmental,#Aquatic,#Sediment
bacdive,Desulfovibrionaceae,4177,,,,,,#Environmental,#Aquatic,#Marine
bacdive,Desulfovibrionaceae,4166,Pseudodesulfovibrio portus,"DSM 19338, JCM 14722, MSL 79",Estuarine sediment in Sakata Harbor###estuarine sediment,Japan,Asia,#Environmental,#Aquatic,#Brackish
bacdive,Desulfovibrionaceae,4166,,,,,,#Environmental,#Aquatic,#Sediment
bacdive,Desulfovibrionaceae,4166,,,,,,#Environmental,#Aquatic,#Estuary
bacdive,Desulfovibrionaceae,4129,Pseudodesulfovibrio profundus,"DSM 11384, MCCC 1A01905","marine sediment, 500 m below sea floor",Japan,Asia,#Environmental,#Aquatic,#Sediment
bacdive,Desulfovibrionaceae,4129,,,,,,#Environmental,#Aquatic,#Marine
bacdive,Desulfovibrionaceae,140414,Pseudodesulfovibrio senegalensis,"DSM 101509, JCM 31063","Marine sediment from Hann Bay###marine sediments recovered from Hann Bay, Senegal###marine sediment",Senegal,Africa,#Environmental,#Aquatic,#Sediment
bacdive,Desulfovibrionaceae,140414,,,,,,#Environmental,#Aquatic,#Marine
bacdive,Desulfovibrionaceae,4164,Pseudodesulfovibrio tunisiensis,"DSM 19275, JCM 15076, NCIMB 14400, CCUG 55298, RB 22",Exhaust water of a Tunisian oil refinery###Wastewater reffinery###exhaust water of oil refinery,Tunisia,Africa,#Environmental,#Aquatic,
bacdive,Desulfovibrionaceae,4164,,,,,,#Engineered,#Waste,#Wastewater
bacdive,Desulfovibrionaceae,4164,,,,,,#Engineered,#Industrial,#Oil reservoir
bacdive,Desulfovibrionaceae,4152,Solidesulfovibrio aerotolerans,"DSM 16695, JCM 12613",Activated sludge from a wastewater treatment plant in Odder###Activated sludge,Denmark,Europe,#Engineered,#Waste,#Activated sludge
bacdive,Desulfovibrionaceae,4117,Solidesulfovibrio alcoholivorans,"DSM 5433, ATCC 49738, VKM B-1761",alcohol industry waste water,France,Europe,#Engineered,#Waste,#Industrial wastewater
bacdive,Desulfovibrionaceae,4118,Solidesulfovibrio alcoholivorans,DSM 6133,cane molasses stillage digestor,Guadeloupe,Middle and South America,#Host,#Plants,"#Herbaceous plants (Grass,Crops)"
bacdive,Desulfovibrionaceae,4118,,,,,,#Engineered,#Industrial,#Machines and devices
bacdive,Desulfovibrionaceae,4138,Solidesulfovibrio burkinensis,DSM 6830,ricefield soil,Burkina Faso,Africa,#Host,#Plants,"#Herbaceous plants (Grass,Crops)"
bacdive,Desulfovibrionaceae,4138,,,,,,#Environmental,#Terrestrial,#Soil
bacdive,Desulfovibrionaceae,4138,,,,,,#Engineered,#Agriculture,#Field
bacdive,Desulfovibrionaceae,4072,Solidesulfovibrio carbinolicus,"DSM 3852, VKM B-1758","anaerobic waste water treatment plant, potato starch factory",Netherlands,Europe,#Condition,#Anoxic (anaerobic),
bacdive,Desulfovibrionaceae,4072,,,,,,#Engineered,#Waste,#Water treatment plant
bacdive,Desulfovibrionaceae,4072,,,,,,#Engineered,#Industrial,
bacdive,Desulfovibrionaceae,4154,Solidesulfovibrio carbinoliphilus,"DSM 17524, ATCC BAA 1241",gas condensate-contaminated aquifer,USA,North America,#Environmental,#Aquatic,#Groundwater
bacdive,Desulfovibrionaceae,4154,,,,,,#Engineered,#Contamination,
bacdive,Desulfovibrionaceae,4080,Solidesulfovibrio fructosivorans,"DSM 3604, ATCC 49200, VKM B-1801",estuarine sediment,,,#Environmental,#Aquatic,#Brackish
bacdive,Desulfovibrionaceae,4080,,,,,,#Environmental,#Aquatic,#Sediment
bacdive,Desulfovibrionaceae,4080,,,,,,#Environmental,#Aquatic,#Estuary
bacdive,Desulfovibrionaceae,4140,Solidesulfovibrio magneticus,"DSM 13731, JCM 12223",freshwater sulfide-rich mud,Japan,Asia,#Condition,#Sulfuric,
bacdive,Desulfovibrionaceae,4140,,,,,,#Environmental,#Terrestrial,#Mud (Sludge)
bacdive,Desulfovibrionaceae,4140,,,,,,#Environmental,#Aquatic,#Freshwater
bacdive,Desulfovibrionaceae,4165,Solidesulfovibrio marrakechensis,"DSM 19337, ATCC BAA 1562",aeration basin###olive mill wastewater taken from an aeration basin,Morocco,Africa,#Engineered,#Waste,#Industrial wastewater
bacdive,Desulfovibrionaceae,4165,,,,,,#Engineered,#Built environment,#Container (Reservoir)
bacdive,Desulfovibrionaceae,4165,,,,,,#Engineered,#Waste,#Wastewater
bacdive,Plannococcaceae,12011,Bhargavaea cecembensis,"DSM 22132, JCM 14375, LMG 24411","Deep-sea sediment sample collected from the Chagos-Laccadive ridge system (111060 S, 721310 E)###Deep-sea sediments",Indian Ocean###India,Asia,#Environmental,#Aquatic,#Sediment
bacdive,Plannococcaceae,12011,,,,,,#Environmental,#Aquatic,#Marine
bacdive,Plannococcaceae,156070,Bhargavaea ginsengi,CCUG 60262,"Bioburden,industry",Sweden,Europe,#Host,#Microbial,
bacdive,Plannococcaceae,23196,Bhargavaea indica,"DSM 22308, KCTC 13583, LMG 25219","From marine subsurface sediment (10.M water depth, Arabian sea)###Marine subsurface sediment at a depth of 10.4 M",India,Asia,#Environmental,#Aquatic,#Sediment
bacdive,Plannococcaceae,23196,,,,,,#Environmental,#Aquatic,#Marine
bacdive,Plannococcaceae,23197,Bhargavaea ullalensis,"DSM 26128, CCM 8429, LMG 27071, ZMA 19",coastal sand,India,Asia,#Environmental,#Terrestrial,#Sandy
bacdive,Plannococcaceae,4068,Bilophila wadsworthia,DSM 11045,"anaerobic mud, sewage plant",Germany,Europe,#Condition,#Anoxic (anaerobic),
bacdive,Plannococcaceae,4068,,,,,,#Environmental,#Terrestrial,#Mud (Sludge)
bacdive,Plannococcaceae,4068,,,,,,#Engineered,#Waste,#Water treatment plant
bacdive,Plannococcaceae,146880,Bilophila wadsworthia,"CCUG 32349, ATCC 49260",Human perforated appendiceal abscess,USA,North America,#Infection,#Patient,
bacdive,Plannococcaceae,146880,,,,,,#Host Body-Site,#Other,#Abscess
bacdive,Plannococcaceae,146880,,,,,,#Host Body-Site,#Gastrointestinal tract,
bacdive,Plannococcaceae,146880,,,,,,#Host,#Human,
bacdive,Plannococcaceae,151266,Bilophila wadsworthia,CCUG 43589,"Human blood,73-yr-old man",Sweden,Europe,#Infection,#Patient,
bacdive,Plannococcaceae,151266,,,,,,#Host Body Product,#Fluids,#Blood
bacdive,Plannococcaceae,151266,,,,,,#Host,#Human,#Male
bacdive,Plannococcaceae,151302,Bilophila wadsworthia,CCUG 43686,Human blood,Sweden,Europe,#Host Body Product,#Fluids,#Blood
bacdive,Plannococcaceae,151302,,,,,,#Host,#Human,
bacdive,Plannococcaceae,151841,Bilophila wadsworthia,CCUG 45035,Human blood,Sweden,Europe,#Host Body Product,#Fluids,#Blood
bacdive,Plannococcaceae,151841,,,,,,#Host,#Human,
bacdive,Plannococcaceae,151848,Bilophila wadsworthia,CCUG 45045,Human blood,Norway,Europe,#Host Body Product,#Fluids,#Blood
bacdive,Plannococcaceae,151848,,,,,,#Host,#Human,
bacdive,Plannococcaceae,23198,Chryseomicrobium amylolyticum,"DSM 23442, NBRC 105215",contaminant from an anoxygenic phototrophic culture obtained from a semi-arid tropical soil,India,Asia,#Climate,#Hot,#Semiarid
bacdive,Plannococcaceae,23198,,,,,,#Condition,#Anoxic (anaerobic),
bacdive,Plannococcaceae,23198,,,,,,#Environmental,#Terrestrial,#Soil
bacdive,Plannococcaceae,23198,,,,,,#Engineered,#Laboratory,#Contaminant
bacdive,Plannococcaceae,157118,Chryseomicrobium aureum,CCUG 69542,Industry,Sweden,Europe,#Engineered,#Industrial,
bacdive,Plannococcaceae,157202,Chryseomicrobium aureum,CCUG 70522,"Industry,hygien",Sweden,Europe,#Engineered,#Industrial,
bacdive,Plannococcaceae,141028,Chryseomicrobium deserti,"KACC 18929, CCTCC AB 2016179","desert soil on Daecheong island, South Korea",Republic of Korea,Asia,#Environmental,#Terrestrial,#Soil
bacdive,Plannococcaceae,141028,,,,,,#Environmental,#Terrestrial,#Desert
bacdive,Plannococcaceae,140621,Chryseomicrobium palamuruense,"NBRC 106750, KCTC 13722, JCM 16712, CCUG 59101",Sediment sample collected from a drainage near hostel of Palamuru University###Fresh water sediment###a sediment sample collected from drainage,India,Asia,#Environmental,#Aquatic,#Sediment
bacdive,Plannococcaceae,4104,Cupidesulfovibrio oxamicus,"DSM 1925, ATCC 33405, NCIMB 9442, VKM B-1766, Monticello 2",mud,USA,North America,#Environmental,#Terrestrial,#Mud (Sludge)
bacdive,Plannococcaceae,4115,Cupidesulfovibrio termitidis,"DSM 5308, ATCC 49858, VKM B-1765",hindgut of the termite<I> Heterotermes indicola</I>,Germany,Europe,#Host Body-Site,#Gastrointestinal tract,
bacdive,Plannococcaceae,4115,,,,,,#Host,#Arthropoda,#Insecta
bacdive,Plannococcaceae,4116,Cupidesulfovibrio termitidis,"DSM 11274, KSS 1",hindgut of the wood-feeding cockroach <I>Cryptocercus punctulatus</I>,USA,North America,#Host Body-Site,#Gastrointestinal tract,
bacdive,Plannococcaceae,4116,,,,,,#Host,#Plants,
bacdive,Plannococcaceae,4116,,,,,,#Host,#Arthropoda,#Insecta
bacdive,Plannococcaceae,4178,Desulfobaculum xiamenense,"DSM 24233, CGMCC 1.5166",marine mangrove sediment,China,Asia,#Environmental,#Aquatic,#Sediment
bacdive,Plannococcaceae,4178,,,,,,#Environmental,#Aquatic,#Marine
bacdive,Plannococcaceae,4178,,,,,,#Environmental,#Aquatic,#Mangrove
bacdive,Plannococcaceae,4071,Desulfocurvibacter africanus,"DSM 2603, ATCC 19996, NCIMB 8401, VKM B-1757",well water,Libya,Africa,#Engineered,#Built environment,#Water reservoir (Aquarium/pool)
bacdive,Plannococcaceae,4071,,,,,,#Environmental,#Aquatic,
bacdive,Plannococcaceae,4171,Desulfocurvibacter africanus subsp. uniflagellum,"DSM 23860, JCM 15510, KCTC 5649",From subsurface sediments of a uranium contaminated aquifer###subsurface sediments of a uranium-contaminated site in Shiprock###subsurface aquifer sediment,USA,North America,#Environmental,#Terrestrial,#Sediment
bacdive,Plannococcaceae,4171,,,,,,#Engineered,#Contamination,
bacdive,Plannococcaceae,23898,Desulfocurvus thunnarius,"DSM 26129, JCM 18546, Olac 40",Anaerobic sequencing batch reactor treating tuna cooking wastewater in Tunisia###sludge from an anaerobic sequencing batch reactor treating tuna cooking wastewater,Tunisia,Africa,#Condition,#Anoxic (anaerobic),
bacdive,Plannococcaceae,23898,,,,,,#Environmental,#Terrestrial,#Mud (Sludge)
bacdive,Plannococcaceae,23898,,,,,,#Engineered,#Waste,#Wastewater
bacdive,Plannococcaceae,23898,,,,,,#Engineered,#Bioreactor,
bacdive,Plannococcaceae,4069,Desulfocurvus vexinensis,"DSM 17965, JCM 14038, AS As36, AS 36",Deep artesian well in the Paris Basin###well water from a deep aquifer,France,Europe,#Environmental,#Aquatic,
bacdive,Plannococcaceae,4159,Desulfohalovibrio alkalitolerans,"DSM 16529, JCM 12612",Metal coupon in corrosion monitoring reactor in a district heating plant###metal coupon in corrosion monitoring reactor in District Heating Plant,Denmark,Europe,#Engineered,#Industrial,#Plant (Factory)
bacdive,Plannococcaceae,4159,,,,,,#Engineered,#Industrial,#Engineered product
bacdive,Plannococcaceae,158486,Desulfohalovibrio reitneri,"DSM 26903, JCM 18662",Suboxic zone of a lithifying cyanobacterial mat in the hypersaline Lake 21 at the Kiritimai Atoll###suboxic zone of a cyanobacterial mat at the littoral zone of a hypersaline lake,Kiribati,Australia and Oceania,#Host,#Microbial,#Bacteria
bacdive,Plannococcaceae,158486,,,,,,#Condition,#Saline,
bacdive,Plannococcaceae,158486,,,,,,#Environmental,#Microbial community,#Microbial mat
bacdive,Plannococcaceae,158486,,,,,,#Environmental,#Aquatic,#Lake (large)
bacdive,Plannococcaceae,4103,Desulfolutivibrio sulfodismutans,"DSM 3696, ATCC 43913, VKM B-1764",freshwater mud,Germany,Europe,#Environmental,#Terrestrial,#Mud (Sludge)
